section,division,group,class,subclass,text_of,text
C,25,259,2591,,class,"Forging,  pressing,  stamping  and  roll-forming  of  metal;  powder metallurgy"
C,25,259,2591,25910,subclass,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
C,25,259,2592,,class,Machining; treatment and coating of metals
C,25,259,2592,25920,subclass,Machining; treatment and coating of metals
C,25,259,2593,,class,"Manufacture of cutlery, hand tools and general hardware"
C,25,259,2593,25931,subclass,"Manufacture of cutlery such as knives, forks, spoons, cleavers, choppers, razors, razor blades, scissors, hair clippers etc."
C,25,259,2593,25932,subclass,Manufacture of hand tools (non-power-driven) for agricultural/horticulture/forestry
C,25,259,2593,25933,subclass,"Manufacture of hand tools such as pliers, screwdrivers, press tools, blacksmiths’ tools, drills, punches, milling cutters etc."
C,25,259,2593,25934,subclass,"Manufacture of padlocks, locks, keys, hinges and the like, hardware for buildings, furniture, vehicles etc."
C,25,259,2593,25939,subclass,"Manufacture of general hardware (saws and sawblades, including circular"
C,25,259,2599,,class,Manufacture of other fabricated metal products n.e.c.
C,25,259,2599,25991,subclass,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)"
C,25,259,2599,25992,subclass,Manufacture of containers such as tins and cans for food products and boxes
C,25,259,2599,25993,subclass,Manufacture of metal cable and other articles made of wire (except for electric transmission)
C,25,259,2599,25994,subclass,"Manufacture of metal household articles (plates, saucers, pots, kettles, saucepans, frying pans and other non-electrical utensils, small hand-operated kitchen appliances and accessories)"
C,25,259,2599,25995,subclass,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles"
C,25,259,2599,25996,subclass,"Manufacture of reinforced safes, vaults, strongroom doors, gates and metal goods for office use (other than office furniture) and other purposes"
C,25,259,2599,25999,subclass,Manufacture of other fabricated metal products n.e.c.
C,26,,,,division,"Manufacture of computer, electronic and optical products."
C,26,261,,,group,Manufacture of electronic components
C,26,261,2610,,class,Manufacture of electronic components
C,26,261,2610,26101,subclass,"Manufacture of electronic capacitors, resistors, chokes, coils, trasformers (electronic) and similar components"
C,26,261,2610,26102,subclass,"Manufacture of electron tubes, diodes, transistors and related discrete devices"
C,26,261,2610,26103,subclass,"Manufacture of integrated circuits (analog, digital or hybrid)"
C,26,261,2610,26104,subclass,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; manufacture of interface cards (e.g. sound, video, controllers, network, modems)"
C,26,261,2610,26105,subclass,"Manufacture of display components (plasma, polymer, LCD, LED)"
C,26,261,2610,26106,subclass,"Manufacture of printer cables, monitor cables, USB cables, connectors etc."
C,26,261,2610,26107,subclass,Manufacture of microprocessors
C,26,261,2610,26109,subclass,Manufacture of other electronic components n.e.c
C,26,262,,,group,Manufacture of computers and peripheral equipment
C,26,262,2620,,class,Manufacture of computers and peripheral equipment
C,26,262,2620,26201,subclass,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g. PDA), mainframe computers and computer servers"
C,26,262,2620,26202,subclass,"Manufacture of magnetic and optical storage devices such as magnetic disk drives, flash drives, CD, DVD and other storage devices"
C,26,262,2620,26203,subclass,"Manufacture of monitors, keyboards, all types of mice, joysticks, and trackball accessories, dedicated computer terminals etc."
C,26,262,2620,26204,subclass,"Manufacture of printers, scanners, including bar code scanners, smart card readers, virtual reality helmets, computer projectors (video beamers)"
C,26,262,2620,26205,subclass,"Manufacture of computer terminals, like automatic teller machines (ATM’s), point-of-sale (POS) terminals not mechanically operated"
C,26,262,2620,26209,subclass,Manufacture of computers and peripheral equipment n.e.c.
C,26,263,,,group,Manufacture of communication equipment
C,26,263,2630,,class,Manufacture of communication equipment
C,26,263,2630,26301,subclass,"Manufacture of radio and television studio and broadcasting equipment, including television cameras"
C,26,263,2630,26302,subclass,"Manufacture of telephone and facsimile equipment, including telephone answering machines, PBX"
C,26,263,2630,26303,subclass,"Manufacture of data communications equipment, such as bridges, routers, and gateways"
C,26,263,2630,26304,subclass,"Manufacture of cable television equipment, transmitting and receiving antenna including dish, VSAT"
C,26,263,2630,26305,subclass,"Manufacture of pagers, cellular phones and other mobile communication equipment"
C,26,263,2630,26309,subclass,Manufacture of other communication equipments n.e.c.
C,26,264,,,group,Manufacture of consumer electronics
C,26,264,2640,,class,Manufacture of consumer electronics
C,26,264,2640,26401,subclass,"Manufacture of televisions, television monitors and displays"
C,26,264,2640,26402,subclass,Manufacture video cassette recorders and duplicating equipment
C,26,264,2640,26403,subclass,Manufacture of audio recording and duplicating systems
C,26,264,2640,26404,subclass,Manufacture of radio receivers
C,26,264,2640,26405,subclass,"Manufacture of stereo equipment, speaker systems, amplifiers for musical instruments and public address systems, microphones, karaoke machines, headphones (e.g. radio, stereo, computer)"
C,26,264,2640,26406,subclass,Manufacture of CD and DVD players
C,26,264,2640,26409,subclass,Manufacture of other electronic consumer goods n.e.c. (this includes non-television video camera)
C,26,265,,,group,"Manufacture of measuring, testing, navigating and control equipment watches and clocks"
C,26,265,2651,,class,"Manufacture of measuring, testing, navigating and control equipment"
C,26,265,2651,26511,subclass,Manufacture of physical properties testing and inspection equipment
C,26,265,2651,26512,subclass,Manufacture of automotive emissions testing equipment
C,26,265,2651,26513,subclass,"Manufacture of consumption meters for electricity, water or gas, flow meters and counting meters"
C,26,265,2651,26514,subclass,Manufacture of meteorological instruments
C,26,265,2651,26515,subclass,"Manufacture of radar equipment, GPS devices, search, detection, navigation, aeronautical and nautical equipment"
C,26,265,2651,26516,subclass,"Manufacture of laboratory analytical instruments and miscellaneous laboratory apparatus for measuring and testing such as scales, balances, incubators etc."
C,26,265,2651,26517,subclass,Manufacture of industrial process control equipment
C,26,265,2651,26519,subclass,Manufacture of other measuring n.e.c.
C,26,265,2652,,class,Manufacture of watches and clocks
C,26,265,2652,26521,subclass,"Manufacture of watches and clocks, including instrument panel clocks (except time-recording equipment)"
C,26,265,2652,26522,subclass,"Manufacture of components for clocks and watches (springs, jewels, dials, hands, plates, bridges and other parts), watch and clock cases, including cases of precious metals"
C,26,265,2652,26523,subclass,"Manufacture of time-recording equipments such as time-clock, parking meters etc."
C,26,265,2652,26529,subclass,Manufacture of other watches and clocks n.e.c.
C,26,266,,,group,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
C,26,266,2660,,class,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
C,26,266,2660,26600,subclass,"Manufacture  of  irradiation,  electromedical  and  electrotherapeutic equipment"
C,26,267,,,group,Manufacture of optical instruments and equipment
C,26,267,2670,,class,Manufacture of optical instruments and equipment
C,26,267,2670,26700,subclass,Manufacture of optical instruments and equipment
C,26,268,,,group,Manufacture of magnetic and optical media
C,26,268,2680,,class,Manufacture of magnetic and optical media
C,26,268,2680,26800,subclass,Manufacture of magnetic and optical media
C,27,,,,division,Manufacture of electrical equipment
C,27,271,,,group,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
C,27,271,2710,,class,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
C,27,271,2710,27101,subclass,"Manufacture of power generators (except battery charging alternators for internal combustion engines), motor generator sets (except turbine generator set units)"
C,27,271,2710,27102,subclass,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators"
C,27,271,2710,27103,subclass,Manufacture of electric motors (except internal combustion engine starting motors)
C,27,271,2710,27104,subclass,Manufacture of electricity distribution and control apparatus
C,27,272,,,group,Manufacture of batteries and accumulators
C,27,272,2720,,class,Manufacture of batteries and accumulators
C,27,272,2720,27201,subclass,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material"
C,27,272,2720,27202,subclass,"Manufacture of electric accumulator incuding parts thereof (separators, containers, covers)"
C,27,273,,,group,Manufacture of wiring and wiring devices
C,27,273,2731,,class,Manufacture of fibre optic cables for data transmission or live transmission of images
C,27,273,2731,27310,subclass,Manufacture of fibre optic cables for data transmission or live transmission of images
C,27,273,2732,,class,Manufacture of other electronic and electric wires and cables
C,27,273,2732,27320,subclass,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)"
C,27,273,2733,,class,Manufacture of wiring devices
C,27,273,2733,27331,subclass,"Manufacture of switch, switch box, lamp holders, lugs etc."
C,27,273,2733,27339,subclass,Manufacture of other wiring devices and fittings n.e.c.
C,27,274,,,group,Manufacture of electric lighting equipment
C,27,274,2740,,class,Manufacture of electric lighting equipment
C,27,274,2740,27400,subclass,Manufacture of electric lighting equipment
C,27,275,,,group,Manufacture of domestic appliances
C,27,275,2750,,class,Manufacture of domestic appliances
C,27,275,2750,27501,subclass,"Manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum cleaners, mixers, grinders etc."
C,27,275,2750,27502,subclass,"Manufacture of domestic electrothermic appliances such as electric water heaters, space heaters, irons, ovens, toasters, microwave ovens etc"
C,27,275,2750,27503,subclass,Manufacture of electric fans (except exhaust fans)
C,27,275,2750,27504,subclass,"Manufacture of domestic non-electric cooking and heating equipment such as non-electric space heaters, cooking ranges, grates, stoves, water heaters, cooking appliances, plate warmers"
C,27,275,2750,27509,subclass,Manufacture of other domestic appliances n.e.c.
C,27,279,,,group,Manufacture of other electrical equipment
C,27,279,2790,,class,Manufacture of other electrical equipment
C,27,279,2790,27900,subclass,Manufacture of other electrical equipment
C,28,,,,division,Manufacture of machinery and equipment n.e.c.
C,28,281,,,group,Manufacture of general purpose machinery
C,28,281,2811,,class,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
C,28,281,2811,28110,subclass,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
C,28,281,2812,,class,Manufacture of fluid power equipment
C,28,281,2812,28120,subclass,Manufacture of fluid power equipment
C,28,281,2813,,class,"Manufacture of other pumps, compressors, taps and valves"
C,28,281,2813,28131,subclass,Manufacture of hand pumps
C,28,281,2813,28132,subclass,"Manufacture of other pumps, compressors, taps and valves etc."
C,28,281,2814,,class,"Manufacture of bearings, gears, gearing and driving elements"
C,28,281,2814,28140,subclass,"Manufacture of bearings, gears, gearing and driving elements"
C,28,281,2815,,class,"Manufacture of ovens, furnaces and furnace burners"
C,28,281,2815,28150,subclass,"Manufacture of ovens, furnaces and furnace burners"
C,28,281,2816,,class,Manufacture of lifting and handling equipment
C,28,281,2816,28161,subclass,"Manufacture of lifts, escalators and moving walkways"
C,28,281,2816,28162,subclass,Manufacture of other lifting and handling equipment and parts thereof
C,28,281,2817,,class,Manufacture of office machinery and equipment
C,28,281,2817,28170,subclass,Manufacture of office machinery and equipment
C,28,281,2818,,class,Manufacture of power-driven hand tools
C,28,281,2818,28180,subclass,Manufacture of power-driven hand tools
C,28,281,2819,,class,Manufacture of other general-purpose machinery
C,28,281,2819,28191,subclass,"Manufacture of refrigerating or freezing equipment f industrial use, including assemblies of major components"
C,28,281,2819,28192,subclass,"Manufacture of air-conditioning machines, including motor vehicles air-conditioners"
C,28,281,2819,28193,subclass,"Manufacture of fire extinguishers and other equipment for projecting, dispersing or spraying liquids or powders whether or not hand-operated, including sand blasting machines, stream cleaning machines etc."
C,28,281,2819,28194,subclass,Manufacture of weighing machinery (other than sensitive laboratory balances)
C,28,281,2819,28195,subclass,Manufacture of filtering and purifying machinery or apparatus for liquids and gases
C,28,281,2819,28199,subclass,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar j"
C,28,282,,,group,Manufacture of special-purpose machinery
C,28,282,2821,,class,Manufacture of agricultural and forestry machinery
C,28,282,2821,28211,subclass,Manufacture of tractors used in agriculture and forestry
C,28,282,2821,28212,subclass,"Manufacture of ploughs, manure spreaders, seeders, harrows and similar agricultural machinery for soil preparation, planting or fertilizing, harvesting or threshing machinery"
C,28,282,2821,28213,subclass,Manufacture of spraying machinery for agricultural use
C,28,282,2821,28219,subclass,Manufacture of other agricultural and forestry machinery n.e.c.
C,28,282,2822,,class,Manufacture of metal-forming machinery and machine tools
C,28,282,2822,28221,subclass,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
C,28,282,2822,28222,subclass,Manufacture of electroplating machinery
C,28,282,2822,28223,subclass,Manufacture of parts and accessories for the machine tools listed above
C,28,282,2822,28229,subclass,Manufacture of metal-forming machinery and machine tools n.e.c
C,28,282,2823,,class,Manufacture of machinery for metallurgy
C,28,282,2823,28230,subclass,Manufacture of machinery for metallurgy
C,28,282,2824,,class,"Manufacture of machinery for mining, quarrying and construction"
C,28,282,2824,28241,subclass,Manufacture of continuous-action elevators and conveyors for underground use
C,28,282,2824,28242,subclass,"Manufacture of boring, cutting, sinking and tunnelling machinery (whether or not for underground use)"
C,28,282,2824,28243,subclass,"Manufacture of earth-moving machinery (bulldozers, angle-dozers, graders, scrapers, levellers, mechanical shovels, shovel loaders, off-road dumping"
C,28,282,2824,28244,subclass,Manufacture of tracklaying tractors and tractors used in construction or mining
C,28,282,2824,28245,subclass,"Manufacture of concrete and mortar mixers, piledrivers and pile-extractors, mortar spreaders, bitumen spreaders, concrete surfacing machinery"
C,28,282,2824,28246,subclass,Manufacture of parts and accessories for machinery/equipment used by construction and mining industries
C,28,282,2824,28249,subclass,"Manufacture of other machinery for mining, quarrying and construction n.e.c."
C,28,282,2825,,class,"Manufacture of machinery for food, beverage and tobacco processing"
C,28,282,2825,28251,subclass,Manufacture of machinery for the dairy industry
C,28,282,2825,28252,subclass,Manufacture of machinery for the grain milling industry
C,28,282,2825,28253,subclass,"Manufacture of presses, crushers etc. used to make wine, cider, fruit juices etc."
C,28,282,2825,28254,subclass,"Manufacture of machinery for the bakery industry or for making macaroni, noodles, pasta etc."
C,28,282,2825,28255,subclass,Manufacture of machinery for the extraction or preparation of animal or vegetable fats or oils
C,28,282,2825,28259,subclass,Manufacture of other machinery for the industrial preparation or manufacture of food or drink n.e.c. (including tea or coffee making machines)
C,28,282,2826,,class,"Manufacture of machinery for textile, apparel and leather production"
C,28,282,2826,28261,subclass,"Manufacture of machinery for preparation of textile fibers, spinning machines, machines for preparing textile yarns, weaving machines (looms), including hand looms, knitting machines"
C,28,282,2826,28262,subclass,Manufacture of textile printing machinery
C,28,282,2826,28263,subclass,"Manufacture of machinery for washing, bleaching, dyeing, dressing, finishing coating or impregnating textile fabrics, machines for reeling, unreeling, folding, cutting or pinking textile fabrics, and similar machinery for fabric processing"
C,28,282,2826,28264,subclass,"Manufacture of ironing machines, commercial washing and drying machines, dry-cleaning machines and other laundry machinery"
C,28,282,2826,28265,subclass,"Manufacture of sewing machines, sewing machine heads and sewing machine needles (whether or not for household use)"
C,28,282,2826,28266,subclass,"Manufacture of machinery for preparing, tanning or working hides, skins or leather, machinery for making or repairing footwear or other articles of hides, skins, leather or fur skins"
C,28,282,2826,28269,subclass,"Manufacture of other machinery for textiles, apparel and leather production n.e.c."
C,28,282,2829,,class,Manufacture of other special-purpose machinery
C,28,282,2829,28291,subclass,"Manufacture of machinery for making paper pulp, paper, paperboard and articles of paper board"
C,28,282,2829,28292,subclass,Manufacture of machinery for working soft rubber or plastics or for the
C,28,282,2829,28293,subclass,Manufacture of printing and bookbinding machines and machines for activities supporting printing on a variety of materials (other than textiles)
C,28,282,2829,28299,subclass,Manufacture of other special-purpose machinery n.e.c.
C,29,,,,division,"Manufacture of motor vehicles, trailers and semi-trailers"
C,29,291,,,group,Manufacture of motor vehicles
C,29,291,2910,,class,Manufacture of motor vehicles
C,29,291,2910,29101,subclass,Manufacture of passenger cars
C,29,291,2910,29102,subclass,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc."
C,29,291,2910,29103,subclass,Manufacture of chassis fitted with engines for the motor vehicles included in this class
C,29,291,2910,29104,subclass,Manufacture of motor vehicle engines
C,29,291,2910,29109,subclass,Manufacture of motor vehicles n.e.c.
C,29,292,,,group,Manufacture of bodies (coachwork) for motor vehicles; manufacture of
C,29,292,2920,,class,trailers and semi-trailers
C,29,292,2920,29201,subclass,"Manufacture of bodies, including cabs for motor vehicles"
C,29,292,2920,29202,subclass,Manufacture of trailers and semi-trailers for transport of goods or passengers
C,29,292,2920,29209,subclass,Manufacture of other attachments to motor vehicles n.e.c.
C,29,293,,,group,Manufacture of parts and accessories for motor vehicles
C,29,293,2930,,class,Manufacture of parts and accessories for motor vehicles
C,29,293,2930,29301,subclass,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes"
C,29,293,2930,29302,subclass,"Manufacture of parts and accessories of bodies for motor vehicles such as safety belts, airbags, doors, bumpers"
C,29,293,2930,29303,subclass,Manufacture of car seats
C,29,293,2930,29304,subclass,"Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc."
C,30,,,,division,Manufacture of other transport equipment
C,30,301,,,group,Building of ships and boats
C,30,301,3011,,class,Building of ships and floating structures
C,30,301,3011,30111,subclass,"Building of commercial vessels: passenger vessels, ferry-boats, cargo ships, tankers, tugs, hovercraft (except recreation-type hovercraft) etc."
C,30,301,3011,30112,subclass,Building of warships and scientific investigation ships etc.
C,30,301,3011,30113,subclass,Building of fishing boats and fish-processing factory vessels
C,30,301,3011,30114,subclass,Construction of floating or submersible drilling platforms
C,30,301,3011,30115,subclass,"Construction of floating structures ( floating docks, pontoons, coffer-dams, floating landing stages, buoys, floating tanks, barges, lighters, floating cranes, non-recreational inflatable rafts etc.)"
C,30,301,3012,30120,subclass,Building of pleasure and sporting boats
C,30,302,,,group,Manufacture of railway locomotives and rolling stock
C,30,302,3020,,class,Manufacture of railway locomotives and rolling stock
C,30,302,3020,30201,subclass,"Manufacture of electric, diesel, steam and other rail locomotives"
C,30,302,3020,30202,subclass,"Manufacture of self-propelled railway or tramway coaches, vans and trucks, maintenance or service vehicles"
C,30,302,3020,30203,subclass,"Manufacture of railway or tramway rolling stock, not self-propelled (passenger coaches, goods vans tank wagons, self-discharging vans and wagons, workshop vans, crane vans, tenders etc.)"
C,30,302,3020,30204,subclass,"Manufacture of specialized parts of railway or tramway locomotives or of rolling stock (bogies, axles and wheels, brakes and parts of brakes; hooks and coupling devices, buffers and buffer parts; shock absorbers; wagon and locomotive frames; bodies;"
C,30,302,3020,30205,subclass,"Manufacture of mechanical and electro-mechanical signalling safety and traffic control equipment for railways, tramways, inland waterways, roads, parking facilities, airfields etc."
C,30,302,3020,30206,subclass,Manufacture of mining locomotives and mining rail cars
C,30,303,,,group,Manufacture of air and spacecraft and related machinery
C,30,303,3030,,class,Manufacture of air and spacecraft and related machinery
C,30,303,3030,30301,subclass,Manufacture of airplanes
C,30,303,3030,30302,subclass,Manufacture of helicopters
C,30,303,3030,30303,subclass,"Manufacture of gliders, hang-gliders, dirigibles and hot air balloons and other non-powered aircraft"
C,30,303,3030,30304,subclass,"Manufacture of spacecraft and launch vehicles, satellites, planetary probes, orbital stations, shuttles, intercontinental ballistic (ICBM) and similar missiles"
C,30,303,3030,30305,subclass,"Manufacture of parts and accessories of the aircraft and spacecraft of this class (major assemblies such as fuselages, wings, doors, control surfaces, landing gear, fuel tanks, nacelles, airscrews, helicopter rotors and propelled rotor blades, motors"
C,30,304,,,group,Manufacture of weapons and ammunition
C,30,304,3040,,class,Manufacture of weapons and ammunition
C,30,304,3040,30400,subclass,Manufacture of weapons and ammunition
C,30,309,,,group,Manufacture of transport equipment n.e.c.
C,30,309,3091,,class,Manufacture of motorcycles
C,30,309,3091,30911,subclass,"Manufacture of motorcycles, scooters, mopeds etc. and their engine"
C,30,309,3091,30912,subclass,Manufacture of three-wheelers and their engine
C,30,309,3091,30913,subclass,Manufacture of parts and accessories of three wheelers and motorcycles including side cars
C,30,309,3092,,class,Manufacture of bicycles and invalid carriages
C,30,309,3092,30921,subclass,"Manufacture of non-motorized bicycles and other cycles, including cycle-rickshaws, (delivery) tricycles, tandems, children’s bicycles and tricycles, baby carriages"
C,30,309,3092,30922,subclass,Manufacture of invalid carriages with or without motor
C,30,309,3092,30923,subclass,"Manufacture of parts and accessories for bicycles, cycle -rickshaws and invalid carriages"
C,30,309,3099,,class,Manufacture of other transport equipment n.e.c.
C,30,309,3099,30999,subclass,"Manufacture of other transport equipments n.e.c. such as pushcarts, handcarts etc"
C,31,,,,division,Manufacture of furniture
C,31,310,,,group,Manufacture of furniture
C,31,310,3100,,class,Manufacture of furniture
C,31,310,3100,31001,subclass,Manufacture of furniture made of wood
C,31,310,3100,31002,subclass,Manufacture of furniture made of cane & reed
C,31,310,3100,31003,subclass,Manufacture of furniture primarily of metal
C,31,310,3100,31004,subclass,Manufacture of furniture primarily of plastic
C,31,310,3100,31005,subclass,Manufacture of mattresses and pillows
C,31,310,3100,31009,subclass,Manufacture of other furniture n.e.c.
C,32,,,,division,Other manufacturing
C,32,321,,,group,"Manufacture of jewellery, bijouterie and related articles"
C,32,321,3211,,class,Manufacture of jewellery and related articles
C,32,321,3211,32111,subclass,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
C,32,321,3211,32112,subclass,Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones
C,32,321,3211,32113,subclass,Production of worked pearls
C,32,321,3211,32114,subclass,"Manufacture of coins, including coins for use as legal tender, whether or not of precious metal"
C,32,321,3211,32119,subclass,"Manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
C,32,321,3212,,class,Manufacture of imitation jewellery and related articles
C,32,321,3212,32120,subclass,Manufacture of imitation jewellery and related articles
C,32,322,,,group,Manufacture of musical instruments
C,32,322,3220,,class,Manufacture of musical instruments
C,32,322,3220,32201,subclass,Manufacture of stringed instruments (non-electronic)
C,32,322,3220,32202,subclass,"Manufacture of wind instruments, accordions, harmoniumand similar instruments and mouth organs"
C,32,322,3220,32203,subclass,Manufacture of percussion musical instruments
C,32,322,3220,32204,subclass,"Manufacture of musical instruments, the sound of whichis produced electronically"
C,32,322,3220,32209,subclass,Manufacture of other musical instruments n.e.c.
C,32,323,,,group,Manufacture of sports goods
C,32,323,3230,32300,subclass,Manufacture of sports goods
C,32,324,,,group,Manufacture of games and toys
C,32,324,3240,,class,Manufacture of games and toys
C,32,324,3240,32401,subclass,Manufacture of dolls and toy animals
C,32,324,3240,32402,subclass,"Manufacture of wheeled toys designed to be ridden, including plastic bicycles and tricycles"
C,32,324,3240,32403,subclass,"Manufacture of pin-tables, coin-operated games, billiards, special tables for casino games, etc."
C,32,324,3240,32404,subclass,Manufacture of playing cards
C,32,324,3240,32405,subclass,Manufacture of electronic games
C,32,324,3240,32409,subclass,Manufacture of other games and toys n.e.c.
C,32,325,,,group,Manufacture of medical and dental instruments and supplies
C,32,325,3250,,class,Manufacture of medical and dental instruments and supplies
C,32,325,3250,32501,subclass,"Manufacture of dental fillings and cements (except denture adhesive or cement), dental wax and other dental plaster preparations; manufacture of dental laboratory furnaces, dental instruments, artificial teeth, bridges, etc., made in dental labs"
C,32,325,3250,32502,subclass,"Manufacture of laboratory apparatus (laboratory ultrasonic cleaning machinery, laboratory sterilizers, laboratory type distilling apparatus, laboratory centrifuges etc.)"
C,32,325,3250,32503,subclass,"Manufacture of medical, surgical, dental or veterinary furniture such as operating tables, examination tables, dentists’ chairs etc."
C,32,325,3250,32504,subclass,"Manufacture of bone plates and screws, syringes, needles, catheters, cannulae, etc."
C,32,325,3250,32505,subclass,Manufacture of measuring instruments suc as thermometers etc.
C,32,325,3250,32506,subclass,Manufacture of orthopedic and prosthetic devices
C,32,325,3250,32507,subclass,"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc."
C,32,325,3250,32509,subclass,Manufacture of other medical and dental instruments n.e.c.
C,32,329,,,group,Other manufacturing n.e.c.
C,32,329,3290,,class,Other manufacturing n.e.c.
C,32,329,3290,32901,subclass,"Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbo"
C,32,329,3290,32902,subclass,"Manufacture of protective safety equipment (fire-resistant and protective safety clothing, linemen’s safety belts and other belts for occupational use, cork life preservers, plastics hard hats and other personal safety equipment of plastics, fire-fig"
C,32,329,3290,32903,subclass,"Manufacture of umbrellas, sun-umbrellas, walking sticks, seat-stick"
C,32,329,3290,32904,subclass,"Manufacture of articles of personal use such as cigarette lighters, smoking pipes, combs, hair slides, scent sprays, vacuum flasks and other vacuum vessels for personal or household use, wigs, false beards, eyebrows etc."
C,32,329,3290,32909,subclass,Manufacture of other articles n.e.c.
C,33,,,,division,Repair and installation of machinery and equipment
C,33,331,,,group,"Repair of fabricated metal products, machinery and equipment"
C,33,331,3311,,class,Repair of fabricated metal products
C,33,331,3311,33111,subclass,Repair and maintenance of structural products
C,33,331,3311,33112,subclass,Repair and maintenance of pipes and pipelines
C,33,331,3311,33113,subclass,"Repair and maintenance of metal tanks, reservoirs, containers, steel shipping drums etc."
C,33,331,3311,33114,subclass,"Repair and maintenance of steam or other vapour generators and auxiliary plant for use with steam generators such as condensers, economizers, superheaters, steam collectors and accumulators"
C,33,331,3311,33119,subclass,Repair and maintenance of other fabricated metal products
C,33,331,3312,,class,Repair of machinery
C,33,331,3312,33121,subclass,"Repair and maintenance of engines and turbines excluding aircraft, vehicle and cycle engines"
C,33,331,3312,33122,subclass,"Repair and maintenance of pumps and related equipment, fluid power equipment, valves"
C,33,331,3312,33123,subclass,"Repair and maintenance of metal cutting and metal forming machine tools and accessories, power-driven hand-tools and other machine tools"
C,33,331,3312,33124,subclass,Repair and maintenance of agricultural machinery and forestry and logging machinery including agricultural tractors
C,33,331,3312,33125,subclass,"Repair and maintenance of mining, construction, and oil and gas field machinery; metallurgy machinery"
C,33,331,3312,33126,subclass,"Repair and maintenance of food, beverage, and tobacco processing machinery"
C,33,331,3312,33127,subclass,"Repair and maintenance of textile apparel, leather production machinery and papermaking machinery"
C,33,331,3313,,class,Repair of electronic and optical equipment
C,33,331,3313,33131,subclass,"Repair and maintenance of measuring, testing, navigating and control equipment of group 265"
C,33,331,3313,33132,subclass,"Repair and maintenance of irradiation, electromedical and electro theraputic equipmemts of class 2660"
C,33,331,3313,33133,subclass,Repair and maintenance of optical instruments and equipment of class 2670
C,33,331,3314,,class,Repair of electrical equipment
C,33,331,3314,33140,subclass,Repair of electrical equipment
C,33,331,3315,,class,"Repair of transport equipment, except motor vehicles"
C,33,331,3315,33150,subclass,"Repair of transport equipment, except motor vehicles"
C,33,331,3319,,class,Repair of other equipment
C,33,331,3319,33190,subclass,Repair of other equipment
C,33,332,,,group,Installation of industrial machinery and equipment
C,33,332,3320,,class,Installation of industrial machinery and equipment
C,33,332,3320,33200,subclass,Installation of industrial machinery and equipment
D,35,,,,division,"Electricity, Gas, Steam and Aircondition Supply"
D,35,351,,,group,"Electric power generation, transmission and distribution"
D,35,351,3510,,class,"Electric power generation, transmission and distribution"
D,35,351,3510,35101,subclass,Electric power generation by hydroelectric power plants
D,35,351,3510,35102,subclass,Electric power generation by coal based thermal power plants
D,35,351,3510,35103,subclass,"Electric power generation by non-coal based thermal (e.g. diesel, gas )"
D,35,351,3510,35104,subclass,Electric power generation and transmission by nuclear power plants
D,35,351,3510,35105,subclass,Electric power generation using solar energy
D,35,351,3510,35106,subclass,Electric power generation using other non conventional sources
D,35,351,3510,35107,subclass,Transmission of electric energy
D,35,351,3510,35109,subclass,"Collection and distribution of electric energy to households, industrial, commercial and other users n.e.c."
D,35,352,,,group,Manufacture of gas; distribution of gaseous fuels through mains
