section,division,group,class,subclass,text_of,text
C,13,131,1313,,class,Finishing of textiles
C,13,131,1313,13131,subclass,Finishing of cotton and blended cotton textiles.
C,13,131,1313,13132,subclass,Finishing of silk and blended silk textiles.
C,13,131,1313,13133,subclass,Finishing of wool and blended wool textiles.
C,13,131,1313,13134,subclass,Finishing of man-made and blended man-made textiles.
C,13,131,1313,13135,subclass,"Finishing of jute, mesta and other vegetable textiles fabrics"
C,13,131,1313,13136,subclass,Activity related to screen printing
C,13,131,1313,13139,subclass,Other activities relating to finishing of textile n.e.c.
C,13,139,,,group,Manufacture of other textiles
C,13,139,1391,,class,Manufacture of knitted and crocheted fabrics
C,13,139,1391,13911,subclass,Manufacture of knitted and crocheted cotton fabrics
C,13,139,1391,13912,subclass,Manufacture of knitted and crocheted woolen fabrics
C,13,139,1391,13913,subclass,Manufacture of knitted and crocheted synthetic fabrics
C,13,139,1391,13919,subclass,Manufacture of other knitted and crocheted fabrics
C,13,139,1392,,class,"Manufacture of made-up textile articles, except apparel"
C,13,139,1392,13921,subclass,"Manufacture of curtains, bed covers and furnishings"
C,13,139,1392,13922,subclass,Manufacture of crocheted made up textile goods except apparel
C,13,139,1392,13923,subclass,Manufacture of mosquito nets
C,13,139,1392,13924,subclass,"Manufacture of bedding, quilts pillows, sleeping bags etc."
C,13,139,1392,13925,subclass,Manufacture of tarpaulin
C,13,139,1392,13926,subclass,Manufacture of blankets
C,13,139,1392,13929,subclass,"Manufacture of other made-up textile articles, except apparel n.e.c."
C,13,139,1393,,class,Manufacture of carpets and rugs
C,13,139,1393,13932,subclass,Manufacture of carpets and other floor coverings made of wool
C,13,139,1393,13933,subclass,Manufacture of carpets and other floor coverings made of silk
C,13,139,1393,13934,subclass,Manufacture of carpets made of synthetic materials
C,13,139,1393,13935,subclass,"Manufacture of carpets, and other floor coverings made of jute, mesta and coir"
C,13,139,1393,13939,subclass,Manufacture of other floor coverings n.e.c.
C,13,139,1394,,class,"Manufacture of cordage, rope, twine and netting"
C,13,139,1394,13941,subclass,"Manufacture of thread, including thread ball making"
C,13,139,1394,13942,subclass,Manufacture of cordage or rope made of jute
C,13,139,1394,13943,subclass,Manufacture of cordage or rope made of coir
C,13,139,1394,13944,subclass,Manufacture of rope and cordage made of synthetic material
C,13,139,1394,13945,subclass,"Manufacture of knotted netting of twine, cordage or rope (other than mosquito net)"
C,13,139,1394,13946,subclass,"Manufacture of tapes, newar and wicks"
C,13,139,1394,13949,subclass,Manufacture of other cordage or rope n.e.c.
C,13,139,1399,,class,Manufacture of other textiles n.e.c.
C,13,139,1399,13991,subclass,Embroidery work and making of laces and fringes
C,13,139,1399,13992,subclass,Zari work and other ornamental trimmings
C,13,139,1399,13993,subclass,Manufacture of linolium and similar products
C,13,139,1399,13994,subclass,Manufacture of gas mantles
C,13,139,1399,13995,subclass,"Manufacture of made-up canvas goods such tents, sails etc."
C,13,139,1399,13996,subclass,Manufacture of wadding of textile materials and articles of wadding such as sanitary napkins and tampoons
C,13,139,1399,13997,subclass,"Manufacture of metallised yarn or gimped yarn, rubber thread or cord covered with textile material, textile yarn or strip impregnated, covered or sheathed with rubber or plastic"
C,13,139,1399,13998,subclass,Manufacture of waterproof textile excluding tarpulin
C,13,139,1399,13999,subclass,Manufacture of other textiles/textile products n.e.c.
C,14,,,,division,Manufacture of wearing apparel
C,14,141,,,group,"Manufacture of wearing apparel, except fur apparel"
C,14,141,1410,,class,"Manufacture of wearing apparel, except fur apparel"
C,14,141,1410,14101,subclass,Manufacture of all types of textile garments and clothing accessories
C,14,141,1410,14102,subclass,Manufacture of rain coats of waterproof textile fabrics or plastic sheetings
C,14,141,1410,14103,subclass,"Manufacture of hats, caps and other clothing accessories such as gloves, belts, ties, cravats, hairnets etc."
C,14,141,1410,14104,subclass,Manufacture of wearing apparel made of leather and substitutes of leather
C,14,141,1410,14105,subclass,Custom tailoring
C,14,141,1410,14109,subclass,Manufacture of wearing apparel n.e.c.
C,14,142,,,group,Manufacture of articles of fur
C,14,142,1420,,class,Manufacture of articles of fur
C,14,142,1420,14209,subclass,Manufacture of other fur products n.e.c.
C,14,143,,,group,Manufacture of knitted and crocheted apparel
C,14,143,1430,,class,Manufacture of knitted and crocheted apparel
C,14,143,1430,14301,subclass,"Manufacture of knitted or crocheted wearing apparel and other made-up articles directly into shape (pullovers, cardigans, jerseys, waistcoats and similar articles)"
C,14,143,1430,14309,subclass,Manufacture of other knitted and crocheted apparel including hosiery
C,15,,,,division,Manufacture of leather and related products
C,15,151,,,group,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur"
C,15,151,1511,,class,Tanning and dressing of leather; dressing and dyeing of fur
C,15,151,1511,15111,subclass,Flaying and curing of raw hides and skins
C,15,151,1511,15112,subclass,Tanning and finishing of sole leather
C,15,151,1511,15113,subclass,Tanning and finishing of industrial leather
C,15,151,1511,15114,subclass,"Scraping, currying, tanning, bleaching, shearing and plucking and dyeing of fur skins and hides with the hair on"
C,15,151,1511,15115,subclass,"Finishing of upper leather, lining leather and garment leather etc."
C,15,151,1511,15116,subclass,Embroidering and embossing of leather articles
C,15,151,1511,15119,subclass,"Other tanning, curing, finishing, embossing etc. of leather"
C,15,151,1512,,class,"Manufacture of luggage, handbags and the like, saddlery and harness"
C,15,151,1512,15121,subclass,"Manufacture of travel goods like suitcase, bags, holdalls etc."
C,15,151,1512,15122,subclass,"Manufacture of purse, ladies’ handbags, artistic leather presented articles and novelties"
C,15,151,1512,15123,subclass,Manufacture of saddlery and harness
C,15,151,1512,15129,subclass,Manufacture of other consumer goods of leather and substitutes of leather n.e.c.
C,15,152,,,group,Manufacture of footwear
C,15,152,1520,,class,Manufacture of footwear
C,15,152,1520,15201,subclass,"Manufacture of leather footwear such as shoes, sandals, chappals, leather-cum-rubber/plastic cloth sandles and chappals"
C,15,152,1520,15202,subclass,Manufacture of footwear made primarily of vulcalized or moulded rubber and plastic.
C,15,152,1520,15209,subclass,Manufacture of other footwear n.e.c.
C,16,,,,division,"Manufacture ofwoodand ofproducts ofwoodand cork, except furniture; manufacture of articles of straw and plaiting materials"
C,16,161,,,group,Saw milling and planing of wood
C,16,161,1610,,class,Saw milling and planing of wood
C,16,161,1610,16101,subclass,Sawing and planing of wood
C,16,161,1610,16102,subclass,Manufacture of unassembled wooden flooring including parquet flooring
C,16,161,1610,16103,subclass,Manufacture of wooden railway sleepers
C,16,161,1610,16109,subclass,Activities related to saw milling and planing of wood n.e.c.
C,16,162,,,group,"Manufacture of products of wood, cork, straw and plaiting materials"
C,16,162,1621,,class,"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and board"
C,16,162,1621,16211,subclass,Manufacture of ply wood and veneer sheets
C,16,162,1621,16212,subclass,Manufacture of particle board and fibreboard including densified wood
C,16,162,1621,16213,subclass,Manufacture of flush doors and other boards or panels
C,16,162,1621,16219,subclass,Manufacture of other plywood products n.e.c.
C,16,162,1622,,class,Manufacture of builders’ carpentry and joinery
C,16,162,1622,16221,subclass,Manufacture of structural wooden goods
C,16,162,1622,16222,subclass,"Manufacture of prefabricated buildings, or elements thereof, predominantly of wood"
C,16,162,1622,16229,subclass,Manufacture of builders’ carpentry and joinery n.e.c.
C,16,162,1623,,class,Manufacture of wooden containers
C,16,162,1623,16231,subclass,"Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc."
C,16,162,1623,16232,subclass,Manufacture of plywood chests
C,16,162,1623,16233,subclass,"Manufacture of market basketry, grain storage bins and similar products made of bamboo or reed"
C,16,162,1623,16239,subclass,"Manufacture of other wooden containers and products entirely or mainly of cane, rattan, bamboo, willow, fibre, leaves and grass n.e.c."
C,16,162,1629,,class,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
C,16,162,1629,16291,subclass,Manufacture of wooden industrial goods
C,16,162,1629,16292,subclass,Manufacture of cork and cork products
C,16,162,1629,16293,subclass,Manufacture of wooden agricultural implements
C,16,162,1629,16294,subclass,"Manufacture of various articles made of bamboo, cane and grass"
C,16,162,1629,16295,subclass,Manufacture of broomsticks
C,16,162,1629,16296,subclass,"Manufacture of articles made of palm leaf, dhak leaf, screw-pine leaf and khajoor leaf; articles of vegetables fibre etc."
C,16,162,1629,16297,subclass,Manufacture of products of pith and shalapith
C,16,162,1629,16299,subclass,Manufacture of other wood products n.e.c.
C,17,,,,division,Manufacture of paper and paper products
C,17,170,,,group,Manufacture of paper and paper products
C,17,170,1701,,class,"Manufacture of pulp, paper and paperboard"
C,17,170,1701,17011,subclass,Manufacture of pulp
C,17,170,1701,17012,subclass,Manufacture of news print
C,17,170,1701,17013,subclass,Manufacture of paper and paper rolls not further processed
C,17,170,1701,17014,subclass,Manufacture of packing paper
C,17,170,1701,17015,subclass,Manufacture of other special purpose paper (excluding computer stationary)
C,17,170,1701,17016,subclass,"Manufacture of paper board, straw board"
C,17,170,1701,17017,subclass,Manufacture of hard board including false board and chip board
C,17,170,1701,17019,subclass,Manufacture of other primary paper materials including composite paper and paper board n.e.c.
C,17,170,1702,,class,Manufacture of corrugated paper and paperboard and containers of paper and paperboard
C,17,170,1702,17021,subclass,Manufacture of corrugated paper and paperboard
C,17,170,1702,17022,subclass,Manufacture of corrugated paper board containers
C,17,170,1702,17023,subclass,Manufacture of card board boxes
C,17,170,1702,17024,subclass,Manufacture of sacks and bags of paper
C,17,170,1702,17029,subclass,Manufacture of other containers of paper and paperboard n.e.c.
C,17,170,1709,,class,Manufacture of other articles of paper and paperboard
C,17,170,1709,17091,subclass,Manufacture of computer paper
C,17,170,1709,17092,subclass,"Manufacture of paper cups, saucers, plates, hoops, cones and other similar products"
C,17,170,1709,17093,subclass,"Manufacture of printing, writing and photocopying paper ready for use"
C,17,170,1709,17094,subclass,Manufacture of paper pulp articles other than containers (such as egg trays)
C,17,170,1709,17095,subclass,"Manufacture of file cover/file boards, and similar articles."
C,17,170,1709,17096,subclass,Manufacture of wall paper
C,17,170,1709,17097,subclass,Manufacture of carbon paper & stationary items
C,17,170,1709,17099,subclass,Manufacture of other paper products n.e.c.
C,18,,,,division,"Printing and reproduction of recorded media (This division excludes publishing activities, see section J for publishing activities"
C,18,181,,,group,Printing and service activities related to printing
C,18,181,1811,,class,Printing
C,18,181,1811,18111,subclass,Printing of newspapers
C,18,181,1811,18112,subclass,"Printing of magazines and other periodicals, books and brochures, maps, atlases, posters etc."
C,18,181,1811,18113,subclass,"Printing of postage stams, taxation stamps, cheques and other security papers"
C,18,181,1811,18114,subclass,"Printing of bank notes, currency notes"
C,18,181,1811,18115,subclass,"Printing directly onto textiles, flexographic plastic, glass, metal, wood and ceramics"
C,18,181,1811,18119,subclass,Other printing activities like screen printing other than textile n.e.c.
C,18,181,1812,,class,Service activities related to printing
C,18,181,1812,18121,subclass,Book and other similar sheet binding on account of others
C,18,181,1812,18122,subclass,"Engraving, etching and block making etc."
C,18,181,1812,18129,subclass,Other service activities related to printing n.e.c.
C,18,182,,,group,Reproduction of recorded media
C,18,182,1820,,class,Reproduction of recorded media
C,19,,,,division,Manufacture of coke and refined petroleum products
C,19,191,,,group,Manufacture of coke oven products
C,19,191,1910,,class,Manufacture of coke oven products
C,19,191,1910,19101,subclass,Production of coke and semi-coke products
C,19,191,1910,19109,subclass,"Manufacture of other coke oven products such as gas, crude coal and lignite tars etc."
C,19,192,,,group,Manufacture of refined petroleum products
C,19,192,1920,,class,Manufacture of refined petroleum products
C,19,192,1920,19201,subclass,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
C,19,192,1920,19202,subclass,Manufacture of paraffin wax
C,19,192,1920,19203,subclass,Bottling of LPG/CNG
C,19,192,1920,19204,subclass,Manufacture of hard-coal and lignite fuel briquettes
C,19,192,1920,19209,subclass,Manufacture of other petroleum n.e.c.
C,20,,,,division,Manufacture of chemicals and chemical products
C,20,201,,,group,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics and synthetic rubber in primary forms"
C,20,201,2011,,class,Manufacture of basic chemicals
C,20,201,2011,20111,subclass,"Manufacture of liquefied or compressed inorganic industrial or medical gases (elemental gases, liquid or compressed air, refrigerant gases, mixed industrial gases etc.)"
C,20,201,2011,20112,subclass,Manufacture of inorganic acids except nitric acid
C,20,201,2011,20113,subclass,Manufacture of tanning or dying extracts; tannings and their derivatives and colouring matter (including manufacture of indigo)
C,20,201,2011,20114,subclass,Manufacture of dyes and pigments from any source in basic form or as concentrate
C,20,201,2011,20115,subclass,Manufacture of turpentine and resins of vegetable origin
C,20,201,2011,20116,subclass,Manufacture of basic chemical elements
C,20,201,2011,20117,subclass,Manufacture of distilled water
C,20,201,2011,20118,subclass,Manufacture of synthetic aromatic products
C,20,201,2011,20119,subclass,Manufacture of organic and inorganic chemical compounds n.e.c.
C,20,201,2012,,class,Manufacture of fertilizers and nitrogen compounds
C,20,201,2012,20121,subclass,Manufacture of urea and other organic fertilizers
C,20,201,2012,20122,subclass,"Manufacture of straight mixed, compound or complex inorganic fertilizers"
C,20,201,2012,20123,subclass,"Manufacture of associated nitrogen products (nitric and sulphonitric acids, ammonia, ammonium chloride, ammonium carbonate, nitrites and nitrates of potassium)"
C,20,201,2012,20129,subclass,Manufacture of other fertilizers n.e.c.
C,20,201,2013,,class,Manufacture of plastics and synthetic rubber in primary forms
C,20,201,2013,20131,subclass,Manufacture of plastic in primary forms
C,20,201,2013,20132,subclass,Manufacture of synthetic rubber in primary forms
C,20,201,2013,20133,subclass,Manufacture of mixture of synthetic and natural or rubber like gums
C,20,202,,,group,Manufacture of other chemical products
C,20,202,2021,,class,Manufacture of pesticides and other agrochemical products
C,20,202,2021,20211,subclass,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
C,20,202,2021,20212,subclass,Manufacture of disinfectants (for agricultural and other use)
C,20,202,2021,20213,subclass,"Manufacture of anti-sprouting products, plant growth regulators"
C,20,202,2021,20219,subclass,Manufacture of other agrochemical products n.e.c.
C,20,202,2022,,class,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
C,20,202,2022,20221,subclass,"Manufacture of paints and varnishes, enamels or lacquers"
C,20,202,2022,20222,subclass,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes engobes and similar preparations of a kind used in the ceramic, enamelling or glass industry"
C,20,202,2022,20223,subclass,Manufacture of printing ink
C,20,202,2022,20224,subclass,Manufacture of prepared pigments and other colouring matter of a kind used in the manufacture of paints or by artists or other painters
C,20,202,2022,20229,subclass,"Manufacture of caulking compounds and similar non-refractory filling or surfacing preparations, mastics, prepared paint or varnish removers, organic composite solvents and thinners and other related products n.e.c."
C,20,202,2023,,class,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations"
C,20,202,2023,20231,subclass,Manufacture of soap all forms
C,20,202,2023,20232,subclass,"Manufacture of cleaning and polishing products (preparations for perfuming or deodorizing rooms; artificial waxes and prepared waxes; polishes and creams for leather, wood, glass, metal etc.; scouring pastes and powders, including paper, wadding etc."
C,20,202,2023,20233,subclass,Manufacture of detergent and similar washing agents excluding soap
C,20,202,2023,20234,subclass,Manufacture of perfumes and cologne de-eau
C,20,202,2023,20235,subclass,Manufacture of preparations for oral or dental hygiene
C,20,202,2023,20236,subclass,"Manufacture of hair oil, shampoo, hair dye etc."
C,20,202,2023,20237,subclass,Manufacture of cosmetics and toileteries
C,20,202,2023,20238,subclass,Manufacture of “agarbatti” and other preparations which operate by burning
C,20,202,2023,20239,subclass,Manufacture of other perfumes and toilet preparations n.e.c.
C,20,202,2029,,class,Manufacture of other chemical products n.e.c.
C,20,202,2029,20291,subclass,Manufacture of matches
C,20,202,2029,20292,subclass,"Manufacture of explosives, ammunition and fire works"
C,20,202,2029,20293,subclass,"Manufacture of essential oils; modification by chemical processes of oils and fats (e.g. by oxidation, polymerization etc.)"
C,20,202,2029,20294,subclass,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses"
C,20,202,2029,20295,subclass,"Manufacture of gelatine and its derivatives, resinoids, glues, prepared adhesives, including rubber-based glues and adhesives"
C,20,202,2029,20296,subclass,Manufacture of chemical elements and compounds doped for use in electronics
C,20,202,2029,20297,subclass,"Manufacture of chemical products or preparations of a kind used in the textiles, paper, leather and like industries"
C,20,202,2029,20299,subclass,"Manufacture of various other chemical products n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing"
C,20,203,,,group,Manufacture of man-made fibres
C,20,203,2030,,class,Manufacture of man-made fibres
C,20,203,2030,20301,subclass,Manufacture of synthetic or artificial filament tow
C,20,203,2030,20302,subclass,Manufacture of synthetic or artificial filament staple fibre not textured
C,20,203,2030,20303,subclass,"Manufacture of synthetic or artificial filament yarn, tenacity yarn whether  or not textured including high tenacity yarn"
C,20,203,2030,20304,subclass,Manufacture of synthetic or artificial mono-filament or strip
C,21,,,,division,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
C,21,210,,,group,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
C,21,210,2100,,class,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
C,21,210,2100,21001,subclass,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkal"
C,21,210,2100,21002,subclass,Manufacture of allopathic pharmaceutical preparations
C,21,210,2100,21003,subclass,Manufacture of `ayurvedic’ or `unani’ pharmaceutical preparation
C,21,210,2100,21004,subclass,Manufacture of homoeopathic or biochemic pharmaceutical preparations
C,21,210,2100,21005,subclass,Manufacture of veterinary preparations
C,21,210,2100,21006,subclass,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc."
C,21,210,2100,21009,subclass,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.
C,22,,,,division,Manufacture of rubber and plastics products
C,22,221,,,group,Manufacture of rubber products
C,22,221,2211,,class,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
C,22,221,2211,22111,subclass,"Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three-wheelers, tractors and aircraft"
C,22,221,2211,22112,subclass,Manufacture of rubber tyres and tubes for cycles and cycle-rickshaws
C,22,221,2211,22113,subclass,Retreading of tyres; replacing or rebuilding of tread on used pneumatic tyres
C,22,221,2211,22119,subclass,Manufacture of rubber tyres and tubes n.e.c.
C,22,221,2219,,class,Manufacture of other rubber products
C,22,221,2219,22191,subclass,"Manufacture of rubber plates, sheets, strips, rods, tubes, pipes, hoses and profile -shapes etc."
C,22,221,2219,22192,subclass,Manufacture of rubber conveyor or transmission belts or belting
C,22,221,2219,22193,subclass,Manufacture of rubber contraceptives
C,22,221,2219,22194,subclass,Manufacture of rubber balloons
C,22,221,2219,22199,subclass,Manufacture of other rubber products n.e.c.
C,22,222,,,group,Manufacture of plastics products
C,22,222,2220,,class,Manufacture of plastics products
C,22,222,2220,22201,subclass,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
C,22,222,2220,22202,subclass,"Manufacture of tableware, kitchenware and other household articles and toilet articles of plastic, including manufacture of vacuum flasks and other vacuum vessels"
C,22,222,2220,22203,subclass,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
C,22,222,2220,22204,subclass,"Manufacture of bathing tubs, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary-ware of plastics"
C,22,222,2220,22205,subclass,"Manufacture of travel goods of plastics (suitcase, vanity bags, holdalls and similar articles)"
C,22,222,2220,22206,subclass,Manufacture of spectacle frames of plastic
C,22,222,2220,22207,subclass,Manufacture of moulded industrial accessories of plastics
C,22,222,2220,22208,subclass,Manufacture of polymer/ synthetic / PVC water storage tanks
C,22,222,2220,22209,subclass,Manufacture of other plastics products n.e.c.
C,23,,,,division,Manufacture of other non-metallic mineral products
C,23,231,,,group,Manufacture of glass and glass products
C,23,231,2310,,class,Manufacture of glass and glass products
C,23,231,2310,23101,subclass,"Manufacture of glass in primary or semi-manufactured forms (such as sheets & plate glass) including mirror sheets and wired, coloured, tinted, toughened or laminated glass"
C,23,231,2310,23102,subclass,"Manufacture of glass fibre (including glass-wool) and yarn of glass fibre nonwoven glass fabrics, mats, boards and similar non-woven products"
C,23,231,2310,23103,subclass,"Manufacture of hollow glassware (bottles, jars etc.) for the conveyance or packing of goods"
C,23,231,2310,23104,subclass,Manufacture of laboratory or pharmaceutical glassware
C,23,231,2310,23105,subclass,Manufacture of table or kitchen glassware
C,23,231,2310,23106,subclass,Manufacture of glass bangles
C,23,231,2310,23107,subclass,Manufacture of glass decoration pieces and glassware used in imitation jewellery
C,23,231,2310,23109,subclass,"Manufacture of other glassware/glass products: articles of glass used in construction such as glass blocks; clock or watch glasses, optical glass and optical glass elements not optically worked; and other glass products (including glass beads) n.e.c."
C,23,239,,,group,Manufacture of non-metallic mineral products n.e.c.
C,23,239,2391,,class,Manufacture of refractory products
C,23,239,2391,23911,subclass,"Manufacture of refractory mortars, concretes etc."
C,23,239,2391,23912,subclass,"Manufacture of refractory bricks, blocks tiles and similar refractory ceramic constructional goods"
C,23,239,2391,23913,subclass,Manufacture of refractory ceramic products
C,23,239,2391,23919,subclass,Manufacture of other refractory articles n.e.c.
C,23,239,2392,,class,Manufacture of clay building materials
C,23,239,2392,23921,subclass,Manufacture of bricks
C,23,239,2392,23922,subclass,"Manufacture of non-refractory ceramic sanitary wares: sinks, baths, water-closet pans, flushing cistern etc."
C,23,239,2392,23923,subclass,"Manufacture of non-refractory ceramic pipes, conduits, guttering and pipe fittings"
C,23,239,2392,23929,subclass,Manufacture of other clay building materials
C,23,239,2393,,class,Manufacture of other porcelain and ceramic products
C,23,239,2393,23931,subclass,"Manufacture of articles of porcelain or china, earthenware, imitation porcelain or common pottery, including earthen statues"
C,23,239,2393,23932,subclass,Manufacture of ceramic tableware and other domestic or toilet articles
C,23,239,2393,23933,subclass,Manufacture of statuettes and other ornamental ceramic articles
C,23,239,2393,23934,subclass,Manufacture of electrical insulators and insulating fittings of ceramics
C,23,239,2393,23935,subclass,"Manufacture of ceramic laboratory, chemical and industrial products"
C,23,239,2393,23939,subclass,Manufacture of ceramic products n.e.c.
C,23,239,2394,,class,"Manufacture of cement, lime and plaster"
C,23,239,2394,23941,subclass,Manufacture of clinkers and cement
C,23,239,2394,23942,subclass,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement"
C,23,239,2394,23943,subclass,Manufacture of asbestos cement
C,23,239,2394,23944,subclass,"Manufacture of quicklime, slaked lime and hydraulic lime (excluding chewing lime)"
C,23,239,2394,23945,subclass,Manufacture of plasters of calcined gypsum or calcined sulphate
C,23,239,2394,23949,subclass,Manufacture of other cement and plaster n.e.c.
C,23,239,2395,,class,"Manufacture of articles of concrete, cement and plaster"
C,23,239,2395,23951,subclass,Manufacture of plaster statues and other plaster products
C,23,239,2395,23952,subclass,"Manufacture of articles articles of concrete, cement or artificial stone (tiles, bricks etc.)"
C,23,239,2395,23953,subclass,Manufacture of asbestos sheets
C,23,239,2395,23954,subclass,Manufacture of R.C.C. bricks and blocks
C,23,239,2395,23955,subclass,Manufacture of hume pipes and other pre-fabricated structural components of cement and/or concrete for building or civil engineering
C,23,239,2395,23956,subclass,"Manufacture of insulation boards of vegetable fibre, straw or wood waste, agglomerated with cement & other mineral binders."
C,23,239,2395,23959,subclass,Manufacture of other cement and asbestos cement products n.e.c.
C,23,239,2396,,class,"Cutting, shaping and finishing of stone"
C,23,239,2396,23960,subclass,"Cutting, shaping and finishing of stone"
C,23,239,2399,,class,Manufacture of other non-metallic mineral products n.e.c.
C,23,239,2399,23991,subclass,Manufacture of worked mica and mica products
C,23,239,2399,23992,subclass,Manufacture of gypsum boards
C,23,239,2399,23993,subclass,"Manufacture of millstones, sharpening or polishing stones and natural or artificial abrasive products, including abrasive powder or grain on a base of textile material, paper, paper board or other material"
C,23,239,2399,23994,subclass,Manufacture of graphite products other than electrical articles
C,23,239,2399,23999,subclass,Manufacture of other non-metallic mineral products n.e.c.
C,24,,,,division,Manufacture of Basic Metals
C,24,241,,,group,Manufacture of basic iron and steel
C,24,241,2410,,class,Manufacture of basic iron and steel
C,24,241,2410,24101,subclass,"Manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms"
C,24,241,2410,24102,subclass,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products
C,24,241,2410,24103,subclass,"Manufacture of steel in ingots or other primary forms, and other semi-finished products of steel"
C,24,241,2410,24104,subclass,Manufacture of ferro-alloys
C,24,241,2410,24105,subclass,Manufacture of hot-rolled and cold-rolled products of steel
C,24,241,2410,24106,subclass,Manufacture of tube and tube fittings of basic iron and steel
C,24,241,2410,24107,subclass,Manufacture of railway track materials (unassembled rails) of steel
C,24,241,2410,24108,subclass,Manufacture of wire of steel by cold drawing or stretching
C,24,241,2410,24109,subclass,Manufacture of other basic iron and steel n.e.c
C,24,242,,,group,Manufacture of basic precious and other non-ferrous metals
C,24,242,2420,,class,Manufacture of basic precious and other non-ferrous metals
C,24,242,2420,24201,subclass,"Manufacture of Copper from ore, and other copper products and alloys"
C,24,242,2420,24202,subclass,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys
C,24,242,2420,24203,subclass,"Manufacturing of lead, zinc and tin products and alloys"
C,24,242,2420,24204,subclass,"Manufacturing of chrome, manganese and nickel products alloys"
C,24,242,2420,24205,subclass,"Production and refining of precious metals (such as gold, silver platinum etc.) and alloys"
C,24,242,2420,24209,subclass,Manufacture of other non-ferrous metals n.e.c.
C,24,243,,,group,Casting of metals
C,24,243,2431,,class,Casting of iron and steel
C,24,243,2431,24311,subclass,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
C,24,243,2431,24319,subclass,Manufacture of other iron and steel casting and products thereof
C,24,243,2432,,class,Casting of non-ferrous metals
C,24,243,2432,24320,subclass,Casting of non-ferrous metals
C,25,,,,division,Manufacture of fabricated metal
C,25,251,,,group,"Manufacture of structural metal products, tanks, reservoirs and steam generators"
C,25,251,2511,,class,Manufacture of structural metal products
C,25,251,2511,25111,subclass,"Manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings"
C,25,251,2511,25112,subclass,"Manufacture of metal frameworks or skeletons for construction and parts thereof (towers, masts, trusses, bridges etc.)"
C,25,251,2511,25113,subclass,"Manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and handling equipment etc.)"
C,25,251,2511,25119,subclass,Manufacture of other structural metal products
C,25,251,2512,,class,"Manufacture of tanks, reservoirs and containers of metal"
C,25,251,2512,25121,subclass,Manufacture of metal containers for compressed or liquefied gas
C,25,251,2512,25122,subclass,"Manufacture of metal reservoirs, tanks and similar containers"
C,25,251,2512,25123,subclass,Manufacture of central heating boilers and radiators and parts and accessories thereof
C,25,251,2512,25129,subclass,Manufacture of other containers n.e.c.
C,25,251,2513,,class,"Manufacture of steam generators, except central heating hot water boilers"
C,25,251,2513,25131,subclass,Manufacture of steam or other vapour generating boilers and hot water boilers other than central heating boilers
C,25,251,2513,25132,subclass,"Manufacture of nuclear reactors, except isotope separators"
C,25,251,2513,25133,subclass,"Manufacture of auxiliary plant for use with steam generators (condensers, economizers, superheaters, steam collectors and accumulators)"
C,25,251,2513,25139,subclass,"Manufacture of other steam generators (except central heating hot water boilers), n.e.c."
C,25,252,,,group,Manufacture of weapons and ammunition
C,25,252,2520,,class,Manufacture of weapons and ammunition
C,25,252,2520,25200,subclass,Manufacture of weapons and ammunition
C,25,259,,,group,Manufacture of other fabricated metal products; metalworking service activities
